code,name,brand,image,category,stores,generic,taxonomy_l3,taxonomy_l2
4000417628411,Groovy ritter,Ritter Sport,https://images.openfoodfacts.org/images/products/400/041/762/8411/front_de.6.200.jpg,suesses-knabberei,rewe|edeka,Vollmilchschokolade,vollmilchschokolade,schokolade
4337256698641,Orange Kakao 60%,Rewe Bio,https://images.openfoodfacts.org/images/products/433/725/669/8641/front_de.12.200.jpg,suesses-knabberei,rewe,Zartbitterschokolade Orange,zartbitterschokolade,schokolade
4066447614404,"Feigen, sonnengetrocknet",dmBio,https://images.openfoodfacts.org/images/products/406/644/761/4404/front_de.3.200.jpg,obst-gemuese,dm,Feigen getrocknet,getrocknete-feigen,trockenfruechte
4061459824476,Crêpes mit Kakaofüllung,Aldi,https://images.openfoodfacts.org/images/products/406/145/982/4476/front_de.13.200.jpg,sonstiges,aldi,Crêpes Schokolade,fertiggerichte,tiefkuehl
4337256717953,Süßkartoffel Aufstrich,Rewe,https://images.openfoodfacts.org/images/products/433/725/671/7953/front_de.8.200.jpg,fruehstueck-aufstrich,rewe,Süßkartoffelaufstrich,gemueseaufstrich,herzhafte-brotaufstriche
4337256752718,Hummus pikant,REWE Bio,https://images.openfoodfacts.org/images/products/433/725/675/2718/front_de.5.200.jpg,fruehstueck-aufstrich,rewe,Hummus,hummus,herzhafte-brotaufstriche
4337256725156,Hummus falafel,Rewe,https://images.openfoodfacts.org/images/products/433/725/672/5156/front_de.5.200.jpg,fruehstueck-aufstrich,rewe,Hummus Falafel,hummus,herzhafte-brotaufstriche
4061464786042,Volles Korn - Roggen,Goldähren,https://images.openfoodfacts.org/images/products/406/146/478/6042/front_de.26.200.jpg,brot-gebaeck,aldi,Roggenbrot Vollkorn,roggenvollkornbrot,brot
4061459193978,Schmand 24%,Aldi bio,https://images.openfoodfacts.org/images/products/406/145/919/3978/front_de.26.200.jpg,milch-eier,aldi,Schmand,herzhafte-brotaufstriche,fruehstueck-aufstrich
4337256562171,Bio-Kurkuma-Shot,REWE Bio,https://images.openfoodfacts.org/images/products/433/725/656/2171/front_de.3.200.jpg,getraenke,rewe,Kurkuma Shot,saft,getraenke
4337256635646,Deutsche Markenbutter,Ja,https://images.openfoodfacts.org/images/products/433/725/663/5646/front_de.11.200.jpg,milch-eier,rewe,Butter,butter-streichfett,milch-eier
4311501043646,Cornflakes ungesüßt,EDEKA Bio,https://images.openfoodfacts.org/images/products/431/150/104/3646/front_de.26.200.jpg,fruehstueck-aufstrich,edeka,Cornflakes ungesüßt,cornflakes,cerealien
4337256688253,Salat Mayonnaise,Ja!,https://images.openfoodfacts.org/images/products/433/725/668/8253/front_de.3.200.jpg,gewuerze-saucen,rewe,Mayonnaise,mayonnaise,mayonnaise-dip
4337256686464,Delikatess-Mayonnaise mit 80 % Rapsöl,Ja!,https://images.openfoodfacts.org/images/products/433/725/668/6464/front_de.10.200.jpg,gewuerze-saucen,rewe,Mayonnaise,mayonnaise,mayonnaise-dip
